Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0120,5.2e-07,43,0.0004449,0.58,0.71
0.0121,6.0e-07,49,0.0004661,0.64,0.74
0.0115,5.0e-07,41,0.0004449,0.62,0.68
0.0117,4.3e-07,35,0.0004237,0.50,0.65
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0129,7.1e-07,58,0.0005508,0.63,0.70
0.0120,5.2e-07,43,0.0004767,0.59,0.66
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0126,6.5e-07,53,0.0005402,0.61,0.67
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0112,4.6e-07,38,0.0004237,0.62,0.68
0.0131,6.3e-07,52,0.0005402,0.54,0.66
0.0114,4.6e-07,38,0.0004237,0.60,0.68
0.0115,5.1e-07,42,0.0004449,0.64,0.70
0.0120,5.4e-07,44,0.0004449,0.59,0.72
0.0132,8.8e-07,72,0.0006568,0.73,0.67
0.0112,4.6e-07,38,0.0004237,0.63,0.68
0.0139,9.1e-07,75,0.0006674,0.65,0.68
0.0146,8.9e-07,73,0.0006779,0.55,0.66
0.0129,6.3e-07,52,0.0005191,0.56,0.69
0.0132,6.8e-07,56,0.0005508,0.57,0.68
0.0111,4.6e-07,38,0.0004025,0.64,0.72
0.0126,6.3e-07,52,0.0005297,0.60,0.67
0.0107,4.1e-07,34,0.0004025,0.64,0.67
0.0117,4.5e-07,37,0.0004237,0.54,0.67
0.0107,4.0e-07,33,0.0004025,0.62,0.65
0.0117,5.2e-07,43,0.0004449,0.62,0.71
0.0112,4.9e-07,40,0.0004343,0.67,0.69
0.0153,8.3e-07,68,0.0006356,0.44,0.67
0.0123,4.9e-07,40,0.0004767,0.50,0.63
0.0116,4.4e-07,36,0.0004237,0.54,0.66
0.0117,4.4e-07,36,0.0004237,0.52,0.66
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0107,3.9e-07,32,0.0004025,0.61,0.64
0.0109,4.6e-07,38,0.0004131,0.69,0.70
0.0118,4.5e-07,37,0.0004343,0.53,0.65
0.0120,5.4e-07,44,0.0004449,0.59,0.72
0.0114,5.0e-07,41,0.0004343,0.65,0.70
0.0112,4.9e-07,40,0.0004343,0.65,0.69
0.0118,4.8e-07,39,0.0004449,0.56,0.66
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0134,7.3e-07,60,0.0006038,0.58,0.65
0.0117,5.9e-07,48,0.0004767,0.69,0.71
0.0121,5.9e-07,48,0.0004979,0.64,0.68
0.0125,5.1e-07,42,0.0004661,0.51,0.66
0.0111,4.6e-07,38,0.0004343,0.64,0.67
0.0111,4.5e-07,37,0.0004131,0.63,0.69
0.0129,6.8e-07,56,0.0005508,0.61,0.68
0.0132,8.2e-07,67,0.0006356,0.68,0.66
0.0128,6.1e-07,50,0.0004979,0.55,0.70
0.0130,7.2e-07,59,0.0005720,0.63,0.68
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0123,5.2e-07,43,0.0004661,0.54,0.67
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0112,4.3e-07,35,0.0004025,0.58,0.68
0.0133,7.3e-07,60,0.0005614,0.59,0.70
0.0111,4.3e-07,35,0.0004131,0.59,0.66
0.0110,4.5e-07,37,0.0004237,0.65,0.67
0.0135,7.4e-07,61,0.0006038,0.58,0.66
0.0114,4.5e-07,37,0.0004131,0.58,0.69
0.0118,5.2e-07,43,0.0004555,0.60,0.69
0.0150,9.8e-07,80,0.0007203,0.55,0.66
0.0146,8.8e-07,72,0.0006780,0.54,0.65
0.0132,6.7e-07,55,0.0005508,0.55,0.67
0.0126,6.2e-07,51,0.0004979,0.59,0.71
0.0111,4.4e-07,36,0.0004131,0.62,0.68
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0114,4.1e-07,34,0.0004025,0.54,0.67
0.0131,7.2e-07,59,0.0005614,0.62,0.69
0.0115,5.1e-07,42,0.0004555,0.64,0.68
0.0114,5.0e-07,41,0.0004449,0.64,0.68
0.0116,5.4e-07,44,0.0004449,0.65,0.72
0.0110,4.1e-07,34,0.0003919,0.59,0.69
0.0143,8.7e-07,71,0.0006568,0.57,0.67
0.0120,5.0e-07,41,0.0004343,0.55,0.70
0.0121,6.0e-07,49,0.0005085,0.65,0.67
0.0111,4.1e-07,34,0.0003919,0.57,0.69
0.0109,4.1e-07,34,0.0003813,0.62,0.70
0.0124,4.8e-07,39,0.0004767,0.48,0.62
0.0120,5.6e-07,46,0.0004767,0.62,0.69
0.0109,4.5e-07,37,0.0004131,0.67,0.69
0.0121,4.8e-07,39,0.0004555,0.51,0.65
0.0132,7.3e-07,60,0.0005826,0.60,0.67
0.0115,5.4e-07,44,0.0004661,0.67,0.68
0.0120,5.7e-07,47,0.0004661,0.63,0.72
0.0107,3.7e-07,30,0.0003496,0.57,0.71
0.0110,4.9e-07,40,0.0004237,0.70,0.71
0.0120,5.0e-07,41,0.0004449,0.56,0.68
0.0126,5.7e-07,47,0.0004873,0.54,0.68
0.0118,4.1e-07,34,0.0004131,0.49,0.65
0.0131,6.9e-07,57,0.0005720,0.58,0.66
0.0124,6.3e-07,52,0.0005085,0.64,0.70
0.0148,9.0e-07,74,0.0006991,0.54,0.65
0.0109,4.5e-07,37,0.0004131,0.67,0.69
0.0114,4.4e-07,36,0.0004131,0.57,0.68
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0134,6.9e-07,57,0.0005508,0.55,0.69
0.0151,1.0e-06,84,0.0007309,0.57,0.67
0.0114,5.0e-07,41,0.0004343,0.65,0.70
0.0112,4.6e-07,38,0.0004237,0.63,0.68
0.0117,5.4e-07,44,0.0004555,0.63,0.70
0.0111,4.4e-07,36,0.0004131,0.62,0.68
0.0132,8.3e-07,68,0.0006356,0.69,0.67
0.0120,5.6e-07,46,0.0004979,0.63,0.66
0.0129,6.8e-07,56,0.0005402,0.61,0.69
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0136,7.6e-07,62,0.0005720,0.57,0.70
0.0110,4.3e-07,35,0.0004131,0.61,0.66
0.0108,4.0e-07,33,0.0003708,0.62,0.71
0.0119,4.6e-07,38,0.0004555,0.52,0.64
0.0110,4.4e-07,36,0.0003919,0.63,0.71
0.0114,5.0e-07,41,0.0004343,0.65,0.70
0.0120,5.4e-07,44,0.0004767,0.60,0.67
0.0128,6.1e-07,50,0.0005085,0.56,0.68
0.0110,4.5e-07,37,0.0004237,0.65,0.67
0.0115,4.8e-07,39,0.0004237,0.60,0.70
0.0118,5.2e-07,43,0.0004343,0.61,0.72
0.0114,4.9e-07,40,0.0004237,0.64,0.71
0.0117,4.3e-07,35,0.0004237,0.50,0.65
0.0138,8.5e-07,70,0.0006674,0.62,0.65
0.0110,4.3e-07,35,0.0004025,0.61,0.68
0.0125,5.5e-07,45,0.0005085,0.54,0.64
0.0115,5.0e-07,41,0.0004343,0.62,0.70
0.0107,4.0e-07,33,0.0004025,0.62,0.65
0.0117,4.6e-07,38,0.0004131,0.56,0.70
0.0105,3.9e-07,32,0.0003708,0.64,0.70
0.0132,6.9e-07,57,0.0005508,0.57,0.69
0.0115,4.5e-07,37,0.0004237,0.57,0.67
0.0113,4.9e-07,40,0.0004343,0.64,0.69
0.0144,8.0e-07,66,0.0006462,0.51,0.65
0.0117,5.4e-07,44,0.0004555,0.63,0.70
0.0114,4.8e-07,39,0.0004131,0.60,0.71
0.0122,5.1e-07,42,0.0004555,0.55,0.68
0.0173,1.2e-06,97,0.0008157,0.43,0.66
0.0115,5.1e-07,42,0.0004343,0.65,0.71
0.0117,5.1e-07,42,0.0004555,0.61,0.68
0.0113,5.0e-07,41,0.0004449,0.66,0.68
0.0143,7.6e-07,62,0.0005826,0.50,0.69
0.0132,6.0e-07,49,0.0005085,0.49,0.67
0.0110,3.9e-07,32,0.0003813,0.56,0.68
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0117,5.7e-07,47,0.0004661,0.68,0.72
0.0113,5.0e-07,41,0.0004449,0.66,0.68
0.0162,1.4e-06,111,0.0009004,0.61,0.66
0.0123,5.9e-07,48,0.0004979,0.60,0.68
0.0113,4.3e-07,35,0.0004131,0.56,0.66
0.0120,5.4e-07,44,0.0004661,0.60,0.68
0.0121,6.0e-07,49,0.0004979,0.65,0.69
0.0114,5.1e-07,42,0.0004449,0.65,0.70
0.0107,4.0e-07,33,0.0003919,0.62,0.67
0.0120,5.2e-07,43,0.0004661,0.58,0.67
0.0117,6.7e-07,55,0.0005085,0.79,0.73
0.0142,6.9e-07,57,0.0005932,0.46,0.64
0.0131,6.2e-07,51,0.0005191,0.53,0.68
0.0110,4.0e-07,33,0.0004025,0.57,0.65
0.0110,4.3e-07,35,0.0003919,0.61,0.70
0.0129,7.3e-07,60,0.0005826,0.66,0.67
0.0115,5.0e-07,41,0.0004343,0.64,0.70
0.0114,4.9e-07,40,0.0004237,0.64,0.71
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0117,5.4e-07,44,0.0004555,0.64,0.70
0.0111,4.6e-07,38,0.0004237,0.65,0.68
0.0113,5.0e-07,41,0.0004449,0.66,0.68
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0117,5.5e-07,45,0.0004555,0.65,0.71
0.0125,6.0e-07,49,0.0004979,0.58,0.69
0.0126,5.2e-07,43,0.0004767,0.50,0.66
0.0118,4.5e-07,37,0.0004343,0.53,0.65
0.0111,4.6e-07,38,0.0004237,0.65,0.68
0.0143,6.9e-07,57,0.0005508,0.45,0.69
0.0108,4.1e-07,34,0.0004025,0.63,0.67
0.0133,6.5e-07,53,0.0005402,0.53,0.67
0.0124,6.0e-07,49,0.0004873,0.60,0.70
0.0107,4.1e-07,34,0.0003919,0.65,0.69
0.0112,4.5e-07,37,0.0004131,0.62,0.69
0.0108,4.1e-07,34,0.0004131,0.63,0.65
0.0107,4.0e-07,33,0.0004025,0.63,0.65
0.0105,3.8e-07,31,0.0003602,0.62,0.70
0.0106,3.8e-07,31,0.0003708,0.60,0.68
0.0110,4.9e-07,40,0.0004237,0.70,0.71
0.0124,5.9e-07,48,0.0004979,0.58,0.68
0.0111,4.5e-07,37,0.0004237,0.63,0.67
0.0140,8.9e-07,73,0.0006780,0.62,0.66
0.0125,6.8e-07,56,0.0005085,0.66,0.74
0.0109,4.5e-07,37,0.0004131,0.67,0.69
0.0111,4.0e-07,33,0.0003814,0.56,0.69
0.0112,4.4e-07,36,0.0004237,0.60,0.66
0.0132,6.9e-07,57,0.0005614,0.57,0.68
0.0120,5.2e-07,43,0.0004555,0.58,0.69
0.0110,4.5e-07,37,0.0003919,0.65,0.73
0.0114,4.6e-07,38,0.0004237,0.60,0.68
0.0115,5.2e-07,43,0.0004555,0.66,0.69
0.0132,7.2e-07,59,0.0005932,0.60,0.65
0.0120,5.0e-07,41,0.0004555,0.56,0.67
0.0117,6.0e-07,49,0.0004767,0.71,0.72
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0128,5.6e-07,46,0.0004979,0.51,0.66
0.0116,5.2e-07,43,0.0004449,0.63,0.71
0.0121,5.9e-07,48,0.0004979,0.64,0.68
0.0111,4.3e-07,35,0.0004025,0.60,0.68
0.0117,6.1e-07,50,0.0004873,0.72,0.71
0.0108,3.9e-07,32,0.0003919,0.60,0.66
0.0107,4.3e-07,35,0.0004131,0.66,0.66
0.0098,3.9e-07,32,0.0003814,0.80,0.68
0.0109,4.4e-07,36,0.0004025,0.65,0.69
0.0120,5.1e-07,42,0.0004661,0.57,0.66
0.0120,4.3e-07,35,0.0004237,0.48,0.65
0.0112,5.0e-07,41,0.0004343,0.68,0.70
0.0114,4.6e-07,38,0.0004343,0.60,0.67
0.0124,6.1e-07,50,0.0005085,0.62,0.68
0.0108,4.4e-07,36,0.0004131,0.67,0.68
0.0116,5.1e-07,42,0.0004555,0.62,0.68
0.0108,4.0e-07,33,0.0004025,0.61,0.65
0.0115,5.1e-07,42,0.0004449,0.64,0.70
0.0108,4.0e-07,33,0.0003919,0.61,0.67
0.0117,4.8e-07,39,0.0004449,0.57,0.66
0.0144,8.5e-07,70,0.0006462,0.54,0.67
0.0110,4.0e-07,33,0.0004025,0.57,0.65
0.0117,5.6e-07,46,0.0004767,0.66,0.69
0.0132,7.6e-07,62,0.0006038,0.62,0.66
0.0117,5.4e-07,44,0.0004555,0.63,0.70
0.0112,5.0e-07,41,0.0004343,0.68,0.70
0.0112,4.1e-07,34,0.0004025,0.56,0.67
0.0142,9.3e-07,76,0.0006674,0.61,0.69
0.0111,4.4e-07,36,0.0004131,0.62,0.68
0.0132,7.9e-07,65,0.0006250,0.65,0.66
0.0118,5.4e-07,44,0.0004661,0.62,0.68
0.0109,4.4e-07,36,0.0004131,0.65,0.68
0.0125,5.4e-07,44,0.0005085,0.52,0.63
0.0120,5.4e-07,44,0.0004555,0.60,0.70
0.0137,8.5e-07,70,0.0006462,0.64,0.67
0.0138,8.7e-07,71,0.0006568,0.63,0.67
0.0120,5.6e-07,46,0.0004979,0.63,0.66
0.0117,4.0e-07,33,0.0004025,0.48,0.65
0.0111,4.6e-07,38,0.0004237,0.65,0.68
0.0123,6.0e-07,49,0.0004979,0.61,0.69
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0137,8.2e-07,67,0.0006250,0.61,0.68
0.0132,6.7e-07,55,0.0005402,0.56,0.69
0.0132,5.4e-07,44,0.0004767,0.44,0.67
0.0115,4.8e-07,39,0.0004449,0.59,0.66
0.0111,4.4e-07,36,0.0004131,0.62,0.68
0.0137,7.4e-07,61,0.0005932,0.55,0.67
0.0129,6.1e-07,50,0.0005296,0.54,0.66
0.0107,4.0e-07,33,0.0004025,0.62,0.65
0.0117,4.6e-07,38,0.0004343,0.55,0.67
0.0160,9.9e-07,81,0.0007309,0.46,0.66
0.0127,5.5e-07,45,0.0004767,0.51,0.68
0.0120,5.4e-07,44,0.0004555,0.60,0.70
0.0132,6.1e-07,50,0.0004873,0.51,0.71
0.0145,9.0e-07,74,0.0006885,0.57,0.66
0.0110,4.0e-07,33,0.0004025,0.58,0.65
0.0117,6.0e-07,49,0.0004767,0.71,0.72
0.0126,5.4e-07,44,0.0004661,0.51,0.68
0.0113,4.3e-07,35,0.0003814,0.57,0.72
0.0112,4.4e-07,36,0.0004237,0.60,0.66
0.0105,3.8e-07,31,0.0004025,0.62,0.63
0.0126,6.0e-07,49,0.0004979,0.57,0.69
0.0117,4.4e-07,36,0.0004343,0.52,0.64
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0117,4.4e-07,36,0.0004343,0.52,0.64
0.0117,6.1e-07,50,0.0004979,0.72,0.70
0.0114,5.0e-07,41,0.0004343,0.65,0.70
0.0136,5.7e-07,47,0.0004873,0.43,0.68
0.0120,5.2e-07,43,0.0004449,0.58,0.71
0.0109,4.4e-07,36,0.0004025,0.65,0.69
0.0113,4.6e-07,38,0.0004237,0.61,0.68
0.0110,4.5e-07,37,0.0004237,0.65,0.67
0.0110,4.5e-07,37,0.0003919,0.65,0.73
0.0107,3.7e-07,30,0.0003602,0.57,0.69
0.0114,4.5e-07,37,0.0004131,0.58,0.69
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0117,4.0e-07,33,0.0003919,0.48,0.67
0.0098,3.8e-07,31,0.0003813,0.78,0.66
0.0123,5.6e-07,46,0.0004767,0.57,0.69
0.0115,4.4e-07,36,0.0004131,0.56,0.68
0.0108,4.1e-07,34,0.0004025,0.63,0.67
0.0105,3.9e-07,32,0.0003602,0.64,0.72
0.0111,4.3e-07,35,0.0004131,0.60,0.66
0.0124,5.5e-07,45,0.0005085,0.55,0.64
0.0117,5.9e-07,48,0.0004767,0.69,0.71
0.0120,4.8e-07,39,0.0004237,0.53,0.70
0.0117,4.3e-07,35,0.0004237,0.50,0.65
0.0109,4.6e-07,38,0.0004131,0.69,0.70
0.0124,4.4e-07,36,0.0004449,0.44,0.63
0.0117,5.6e-07,46,0.0004767,0.66,0.69
0.0136,7.9e-07,65,0.0006144,0.60,0.67
0.0110,4.3e-07,35,0.0004025,0.61,0.68
0.0115,5.2e-07,43,0.0004555,0.66,0.69
0.0108,4.1e-07,34,0.0004131,0.63,0.65
0.0113,5.1e-07,42,0.0004449,0.68,0.70
0.0116,5.4e-07,44,0.0004449,0.65,0.72
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0110,4.1e-07,34,0.0004025,0.59,0.67
0.0110,4.3e-07,35,0.0004131,0.61,0.66
0.0120,4.6e-07,38,0.0004343,0.52,0.67
0.0114,5.0e-07,41,0.0004343,0.65,0.70
0.0108,4.4e-07,36,0.0004131,0.67,0.68
0.0133,5.9e-07,48,0.0005296,0.47,0.64
0.0113,4.4e-07,36,0.0004025,0.58,0.69
0.0128,6.6e-07,54,0.0005402,0.60,0.68
0.0117,5.1e-07,42,0.0004555,0.61,0.68
0.0131,6.8e-07,56,0.0005826,0.58,0.64
0.0115,4.9e-07,40,0.0004449,0.61,0.67
0.0098,3.8e-07,31,0.0003813,0.78,0.66
0.0117,6.0e-07,49,0.0004767,0.71,0.72
0.0110,4.5e-07,37,0.0004237,0.65,0.67
0.0117,6.2e-07,51,0.0004979,0.73,0.71
0.0108,4.1e-07,34,0.0004025,0.63,0.67
0.0128,6.0e-07,49,0.0005085,0.54,0.67
0.0108,4.3e-07,35,0.0004131,0.65,0.66
0.0112,4.5e-07,37,0.0004237,0.62,0.67
0.0123,5.6e-07,46,0.0004661,0.58,0.71
0.0124,4.9e-07,40,0.0004555,0.49,0.66
0.0120,5.1e-07,42,0.0004343,0.57,0.71
0.0134,7.1e-07,58,0.0005826,0.55,0.66
0.0105,4.4e-07,36,0.0003813,0.71,0.73
0.0120,4.8e-07,39,0.0004555,0.53,0.65
0.0222,1.4e-06,114,0.0010487,0.24,0.57
0.0110,4.0e-07,33,0.0003919,0.58,0.67
0.0117,5.1e-07,42,0.0004555,0.61,0.68
0.0114,4.9e-07,40,0.0004237,0.62,0.71
0.0116,5.4e-07,44,0.0004555,0.65,0.70
0.0264,2.1e-06,169,0.0013241,0.21,0.59
0.0108,4.4e-07,36,0.0004131,0.67,0.68
0.0107,4.1e-07,34,0.0004025,0.64,0.67
0.0111,4.0e-07,33,0.0003813,0.55,0.69
0.0129,7.2e-07,59,0.0006038,0.65,0.64
0.0127,6.3e-07,52,0.0005720,0.60,0.62
0.0110,4.1e-07,34,0.0003919,0.60,0.69
0.0134,7.3e-07,60,0.0005826,0.57,0.67
0.0136,5.4e-07,44,0.0004767,0.41,0.67
0.0115,5.2e-07,43,0.0004555,0.66,0.69
0.0108,3.5e-07,29,0.0003390,0.54,0.71
0.0107,3.9e-07,32,0.0003813,0.61,0.68
0.0120,4.5e-07,37,0.0004237,0.50,0.67
0.0098,3.9e-07,32,0.0003814,0.80,0.68
0.0107,3.8e-07,31,0.0003813,0.59,0.66
0.0110,4.0e-07,33,0.0004025,0.58,0.65
0.0120,5.6e-07,46,0.0004661,0.62,0.71
0.0114,4.9e-07,40,0.0004237,0.64,0.71
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0116,5.0e-07,41,0.0004449,0.60,0.68
0.0117,5.5e-07,45,0.0004555,0.65,0.71
0.0112,5.0e-07,41,0.0004343,0.68,0.70
0.0114,4.4e-07,36,0.0004131,0.57,0.68
0.0115,4.5e-07,37,0.0004237,0.57,0.67
0.0114,4.1e-07,34,0.0003919,0.54,0.69
0.0114,4.9e-07,40,0.0004237,0.64,0.71
0.0098,3.3e-07,27,0.0003390,0.68,0.68
0.0108,3.9e-07,32,0.0003813,0.60,0.68
0.0125,5.4e-07,44,0.0004767,0.53,0.67
0.0120,4.9e-07,40,0.0004449,0.54,0.67
0.0132,7.2e-07,59,0.0005720,0.60,0.68
0.0124,5.4e-07,44,0.0004767,0.53,0.67
0.0126,6.2e-07,51,0.0005085,0.59,0.69
0.0117,5.9e-07,48,0.0004767,0.69,0.71
0.0139,9.5e-07,78,0.0006780,0.67,0.69
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0105,3.4e-07,28,0.0003496,0.56,0.68
0.0137,8.7e-07,71,0.0006462,0.64,0.68
0.0127,6.0e-07,49,0.0005085,0.55,0.67
0.0109,4.5e-07,37,0.0004131,0.67,0.69
0.0108,4.3e-07,35,0.0004025,0.65,0.68
0.0111,4.5e-07,37,0.0004343,0.62,0.65
0.0120,4.9e-07,40,0.0004555,0.54,0.66
0.0112,4.6e-07,38,0.0004237,0.63,0.68
0.0108,4.0e-07,33,0.0003919,0.61,0.67
0.0117,5.4e-07,44,0.0004449,0.64,0.72
0.0138,7.8e-07,64,0.0005932,0.56,0.69
0.0110,4.3e-07,35,0.0004025,0.62,0.68
0.0112,4.9e-07,40,0.0004343,0.67,0.69
0.0113,4.6e-07,38,0.0004131,0.61,0.70
0.0117,5.4e-07,44,0.0004661,0.63,0.68
0.0115,5.2e-07,43,0.0004449,0.66,0.71
0.0110,4.1e-07,34,0.0003919,0.59,0.69
0.0154,1.1e-06,88,0.0007733,0.56,0.66
0.0137,7.6e-07,62,0.0005826,0.56,0.69
0.0110,4.0e-07,33,0.0003919,0.58,0.67
0.0117,3.8e-07,31,0.0003602,0.45,0.70
0.0112,4.9e-07,40,0.0004343,0.67,0.69
0.0117,6.0e-07,49,0.0004767,0.71,0.72
0.0105,3.3e-07,27,0.0003390,0.54,0.68
0.0098,3.0e-07,25,0.0003284,0.63,0.67
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0130,7.2e-07,59,0.0005826,0.62,0.67
0.0098,3.5e-07,29,0.0003602,0.73,0.67
0.0110,4.1e-07,34,0.0004025,0.59,0.67
0.0116,5.4e-07,44,0.0004555,0.65,0.70
0.0105,4.4e-07,36,0.0003813,0.71,0.73
0.0125,6.8e-07,56,0.0005085,0.66,0.74
0.0117,5.9e-07,48,0.0004767,0.69,0.71
0.0144,9.9e-07,81,0.0007309,0.63,0.66
0.0126,5.2e-07,43,0.0004767,0.50,0.66
0.0148,1.0e-06,82,0.0007415,0.59,0.65
0.0154,8.4e-07,69,0.0006779,0.44,0.64
0.0130,6.9e-07,57,0.0005720,0.61,0.66
0.0112,4.8e-07,39,0.0004343,0.65,0.68
0.0129,7.7e-07,63,0.0006250,0.69,0.65
0.0117,4.6e-07,38,0.0004237,0.56,0.68
0.0114,5.1e-07,42,0.0004449,0.65,0.70
0.0107,3.9e-07,32,0.0003919,0.61,0.66
0.0112,4.4e-07,36,0.0004343,0.59,0.64
0.0143,6.8e-07,56,0.0005932,0.44,0.63
0.0107,4.0e-07,33,0.0003919,0.63,0.67
0.0107,4.1e-07,34,0.0004025,0.64,0.67
0.0142,9.4e-07,77,0.0006991,0.63,0.66
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0107,3.8e-07,31,0.0003813,0.60,0.66
0.0098,3.8e-07,31,0.0003814,0.78,0.66
0.0123,5.7e-07,47,0.0005296,0.59,0.63
0.0111,4.4e-07,36,0.0004131,0.62,0.68
0.0139,8.8e-07,72,0.0006568,0.62,0.67
0.0113,4.3e-07,35,0.0004131,0.57,0.66
0.0098,3.9e-07,32,0.0003813,0.80,0.68
0.0117,4.1e-07,34,0.0004131,0.49,0.65
0.0109,4.5e-07,37,0.0004131,0.67,0.69
0.0110,4.3e-07,35,0.0004131,0.61,0.66
0.0107,4.1e-07,34,0.0004131,0.64,0.65
0.0145,9.8e-07,80,0.0006991,0.61,0.68
0.0111,4.0e-07,33,0.0003919,0.57,0.67
0.0142,6.7e-07,55,0.0005402,0.45,0.69
0.0121,4.9e-07,40,0.0004767,0.52,0.63
0.0129,7.4e-07,61,0.0005932,0.67,0.67
0.0108,4.1e-07,34,0.0004025,0.63,0.67
0.0134,7.7e-07,63,0.0006038,0.61,0.67
0.0107,4.1e-07,34,0.0003919,0.65,0.69
0.0105,3.5e-07,29,0.0003708,0.58,0.65
0.0098,3.5e-07,29,0.0003708,0.73,0.65
0.0121,5.5e-07,45,0.0004873,0.59,0.67
0.0115,4.6e-07,38,0.0004025,0.59,0.72
0.0114,5.0e-07,41,0.0004449,0.64,0.68
0.0110,3.9e-07,32,0.0003919,0.56,0.66
0.0108,4.3e-07,35,0.0004025,0.65,0.68
0.0108,4.4e-07,36,0.0004131,0.67,0.68
0.0112,4.8e-07,39,0.0004237,0.65,0.70
0.0125,5.6e-07,46,0.0004767,0.55,0.69
0.0138,8.9e-07,73,0.0006568,0.64,0.68
0.0115,5.1e-07,42,0.0004343,0.65,0.71
0.0105,3.5e-07,29,0.0003496,0.58,0.69
0.0117,5.6e-07,46,0.0004661,0.66,0.71
0.0105,2.8e-07,23,0.0003178,0.46,0.65
0.0117,5.5e-07,45,0.0004661,0.65,0.70
0.0110,3.9e-07,32,0.0003708,0.55,0.70
0.0151,9.9e-07,81,0.0007097,0.55,0.68
0.0110,4.3e-07,35,0.0003813,0.62,0.72
0.0121,5.1e-07,42,0.0004979,0.55,0.62
0.0120,5.7e-07,47,0.0004661,0.63,0.72
0.0117,5.0e-07,41,0.0004555,0.59,0.67
0.0168,8.0e-07,66,0.0006462,0.33,0.65
0.0143,8.7e-07,71,0.0006568,0.57,0.67
0.0143,7.7e-07,63,0.0005932,0.50,0.68
0.0124,6.1e-07,50,0.0005191,0.60,0.67
0.0111,4.6e-07,38,0.0004025,0.64,0.72
0.0105,3.5e-07,29,0.0003708,0.59,0.65
0.0115,5.0e-07,41,0.0004343,0.64,0.70
0.0115,5.1e-07,42,0.0004555,0.64,0.68
0.0127,6.0e-07,49,0.0005085,0.56,0.67
0.0108,4.0e-07,33,0.0004025,0.61,0.65
0.0143,8.4e-07,69,0.0006568,0.55,0.66
0.0121,5.0e-07,41,0.0004555,0.54,0.67
0.0112,4.6e-07,38,0.0004237,0.63,0.68
0.0109,4.4e-07,36,0.0004025,0.65,0.69
0.0107,3.8e-07,31,0.0003708,0.59,0.68
0.0133,7.6e-07,62,0.0005932,0.61,0.68
0.0113,4.3e-07,35,0.0003813,0.57,0.72
0.0120,5.5e-07,45,0.0004555,0.61,0.71
0.0107,4.0e-07,33,0.0003919,0.63,0.67
0.0115,4.9e-07,40,0.0004449,0.61,0.67
0.0124,4.9e-07,40,0.0004873,0.49,0.61
0.0108,3.8e-07,31,0.0003602,0.58,0.70
0.0107,4.0e-07,33,0.0003919,0.63,0.67
0.0124,5.9e-07,48,0.0004979,0.59,0.68
0.0118,4.6e-07,38,0.0004343,0.53,0.67
0.0144,1.0e-06,85,0.0006991,0.66,0.71
0.0110,3.9e-07,32,0.0003919,0.56,0.66
0.0110,4.9e-07,40,0.0004237,0.70,0.71
0.0117,5.6e-07,46,0.0004555,0.66,0.72
0.0112,4.6e-07,38,0.0004343,0.63,0.67
0.0110,3.9e-07,32,0.0003919,0.56,0.66
0.0110,4.3e-07,35,0.0003919,0.62,0.70
0.0123,4.9e-07,40,0.0004449,0.50,0.67
0.0120,5.2e-07,43,0.0004555,0.58,0.69
0.0109,4.1e-07,34,0.0003813,0.62,0.70
0.0098,3.5e-07,29,0.0003813,0.73,0.63
0.0114,4.9e-07,40,0.0004343,0.64,0.69
0.0105,3.7e-07,30,0.0003602,0.60,0.69
0.0112,4.3e-07,35,0.0004025,0.58,0.68
0.0132,6.3e-07,52,0.0005296,0.53,0.67
0.0117,5.1e-07,42,0.0004449,0.61,0.70
0.0129,7.4e-07,61,0.0006038,0.66,0.66
0.0110,3.8e-07,31,0.0003813,0.55,0.66
0.0107,3.8e-07,31,0.0003813,0.60,0.66
0.0122,5.7e-07,47,0.0004979,0.60,0.67
0.0109,4.3e-07,35,0.0004025,0.63,0.68
