Radius [mm],Diameter [mm],Volume [mm³],Voxel,Surface [mm²],Compactness,Sphericity
0.0255,0.0510,3.6e-05,2186,0.0083637,0.52,0.63
0.0213,0.0425,2.6e-05,1590,0.0063574,0.66,0.67
0.0220,0.0440,3.1e-05,1878,0.0072173,0.70,0.66
0.0225,0.0451,2.6e-05,1587,0.0063314,0.55,0.68
0.0207,0.0413,2.6e-05,1587,0.0063314,0.71,0.68
0.0255,0.0510,3.6e-05,2181,0.0080250,0.52,0.66
0.0222,0.0444,3.4e-05,2059,0.0076993,0.75,0.66
0.0210,0.0420,2.9e-05,1759,0.0068655,0.75,0.67
0.0219,0.0437,3.1e-05,1876,0.0071912,0.71,0.67
0.0242,0.0483,3.2e-05,1937,0.0073866,0.55,0.66
0.0229,0.0457,3.1e-05,1875,0.0071521,0.62,0.67
0.0260,0.0519,3.8e-05,2297,0.0084418,0.52,0.65
0.0217,0.0433,2.6e-05,1579,0.0062141,0.62,0.69
0.0241,0.0481,3.1e-05,1867,0.0072694,0.53,0.66
0.0249,0.0499,3.6e-05,2166,0.0080771,0.55,0.65
0.0415,0.0830,7.0e-05,4208,0.0169358,0.23,0.48
0.0223,0.0446,3.1e-05,1862,0.0071130,0.66,0.67
0.0266,0.0533,3.5e-05,2105,0.0079859,0.44,0.65
0.0304,0.0607,4.4e-05,2642,0.0094189,0.37,0.64
0.0271,0.0543,4.0e-05,2400,0.0105393,0.48,0.54
0.0391,0.0782,6.5e-05,3899,0.0151901,0.26,0.51
0.0235,0.0470,3.1e-05,1858,0.0070349,0.57,0.68
0.0288,0.0576,4.3e-05,2596,0.0093538,0.43,0.64
0.0215,0.0429,3.1e-05,1854,0.0071130,0.74,0.67
0.0214,0.0429,2.9e-05,1735,0.0067483,0.70,0.67
0.0317,0.0634,4.2e-05,2533,0.0096274,0.31,0.61
0.0206,0.0412,2.8e-05,1675,0.0066050,0.76,0.67
0.0223,0.0445,2.9e-05,1733,0.0067483,0.62,0.67
0.0452,0.0904,7.8e-05,4674,0.0180431,0.20,0.49
0.0285,0.0570,3.9e-05,2334,0.0089108,0.40,0.62
0.0243,0.0486,3.1e-05,1844,0.0071130,0.51,0.67
0.0221,0.0442,3.1e-05,1843,0.0072042,0.68,0.66
0.0495,0.0989,1.0e-04,6054,0.0211437,0.20,0.49
0.0382,0.0765,5.7e-05,3421,0.0126628,0.24,0.56
0.0245,0.0490,3.4e-05,2021,0.0076993,0.55,0.65
0.0208,0.0416,2.6e-05,1556,0.0062011,0.69,0.68
0.0226,0.0452,3.1e-05,1840,0.0070870,0.63,0.67
0.0224,0.0449,3.5e-05,2081,0.0077644,0.73,0.66
0.0248,0.0495,3.2e-05,1898,0.0073475,0.50,0.66
0.0397,0.0794,6.9e-05,4121,0.0150468,0.26,0.54
0.0202,0.0404,2.6e-05,1552,0.0063053,0.75,0.67
0.0371,0.0743,5.5e-05,3312,0.0121938,0.26,0.57
0.0222,0.0444,3.3e-05,2013,0.0076081,0.73,0.66
0.0203,0.0407,2.9e-05,1719,0.0068004,0.81,0.66
0.0210,0.0420,2.9e-05,1718,0.0068264,0.73,0.66
0.0213,0.0426,2.9e-05,1717,0.0067743,0.71,0.67
0.0268,0.0536,3.5e-05,2124,0.0081813,0.44,0.64
0.0323,0.0645,4.6e-05,2796,0.0107608,0.33,0.58
0.0278,0.0555,3.5e-05,2121,0.0082334,0.39,0.63
0.0216,0.0432,2.7e-05,1653,0.0065789,0.65,0.67
0.0213,0.0426,2.7e-05,1652,0.0065268,0.68,0.67
0.0413,0.0825,6.6e-05,3948,0.0138222,0.22,0.57
0.0312,0.0624,3.9e-05,2371,0.0092365,0.31,0.61
0.0209,0.0417,2.8e-05,1706,0.0067352,0.74,0.67
0.0207,0.0414,2.7e-05,1647,0.0065138,0.73,0.67
0.0209,0.0419,2.8e-05,1704,0.0067352,0.74,0.67
0.0207,0.0414,2.8e-05,1703,0.0067352,0.76,0.67
0.0214,0.0428,3.0e-05,1816,0.0071130,0.74,0.66
0.0209,0.0419,2.6e-05,1534,0.0062011,0.66,0.68
0.0237,0.0475,3.3e-05,1991,0.0075430,0.59,0.66
0.0492,0.0983,8.3e-05,5011,0.0185643,0.17,0.50
0.0405,0.0811,6.8e-05,4108,0.0146951,0.24,0.55
0.0208,0.0417,3.0e-05,1808,0.0069958,0.79,0.67
0.0232,0.0464,3.3e-05,1982,0.0075951,0.63,0.65
0.0206,0.0412,2.8e-05,1693,0.0066962,0.77,0.67
0.0225,0.0449,3.0e-05,1805,0.0070870,0.63,0.66
0.0241,0.0483,3.1e-05,1864,0.0074127,0.53,0.64
0.0209,0.0418,2.8e-05,1692,0.0067092,0.74,0.67
0.0208,0.0416,2.7e-05,1633,0.0064747,0.72,0.67
0.0227,0.0454,3.0e-05,1803,0.0070088,0.61,0.67
0.0326,0.0652,4.3e-05,2601,0.0104351,0.30,0.57
0.0373,0.0746,6.1e-05,3682,0.0139395,0.28,0.54
0.0220,0.0440,2.8e-05,1689,0.0067874,0.63,0.66
0.0357,0.0714,5.2e-05,3135,0.0118420,0.27,0.57
0.0223,0.0447,2.5e-05,1522,0.0062272,0.54,0.67
0.0247,0.0495,3.4e-05,2021,0.0076472,0.53,0.66
0.0279,0.0558,3.7e-05,2202,0.0083507,0.40,0.64
0.0235,0.0471,3.0e-05,1795,0.0069697,0.55,0.67
0.0299,0.0598,3.7e-05,2200,0.0084158,0.33,0.63
0.0217,0.0434,2.8e-05,1681,0.0067092,0.65,0.66
0.0210,0.0421,3.0e-05,1793,0.0069437,0.77,0.67
0.0212,0.0424,2.8e-05,1680,0.0066441,0.70,0.67
0.0290,0.0580,4.2e-05,2503,0.0094189,0.41,0.62
0.0215,0.0429,2.5e-05,1513,0.0060839,0.61,0.68
0.0438,0.0876,7.4e-05,4430,0.0156982,0.21,0.54
0.0249,0.0498,3.6e-05,2142,0.0082464,0.55,0.63
0.0310,0.0620,4.3e-05,2571,0.0098358,0.34,0.60
0.0280,0.0559,3.6e-05,2141,0.0088197,0.39,0.59
0.0217,0.0435,2.7e-05,1619,0.0063835,0.63,0.68
0.0256,0.0512,3.3e-05,1961,0.0076211,0.46,0.65
0.0242,0.0485,3.3e-05,1960,0.0074257,0.55,0.66
0.0210,0.0419,2.8e-05,1673,0.0066440,0.72,0.67
0.0199,0.0398,2.5e-05,1508,0.0062011,0.76,0.67
0.0201,0.0401,2.5e-05,1508,0.0062272,0.74,0.67
0.0217,0.0434,2.7e-05,1614,0.0064617,0.63,0.67
0.0220,0.0441,2.8e-05,1670,0.0065268,0.62,0.68
0.0219,0.0437,2.8e-05,1670,0.0066962,0.63,0.66
0.0212,0.0425,3.0e-05,1781,0.0069567,0.74,0.67
0.0229,0.0459,2.7e-05,1613,0.0065398,0.53,0.66
0.0306,0.0611,4.1e-05,2437,0.0091844,0.34,0.62
0.0317,0.0633,4.7e-05,2825,0.0102918,0.35,0.61
0.0237,0.0473,3.4e-05,2066,0.0077384,0.62,0.66
0.0219,0.0438,2.8e-05,1665,0.0066701,0.63,0.66
0.0238,0.0475,3.4e-05,2063,0.0078686,0.61,0.65
0.0210,0.0420,2.7e-05,1607,0.0064226,0.69,0.67
0.0220,0.0441,2.9e-05,1774,0.0068785,0.66,0.67
0.0218,0.0437,2.6e-05,1547,0.0062011,0.59,0.68
0.0231,0.0462,3.2e-05,1945,0.0073736,0.63,0.67
0.0232,0.0465,3.2e-05,1945,0.0075820,0.62,0.65
0.0254,0.0507,3.4e-05,2059,0.0078556,0.50,0.65
0.0207,0.0414,2.8e-05,1661,0.0066571,0.74,0.66
0.0449,0.0898,7.5e-05,4518,0.0169358,0.20,0.51
0.0202,0.0404,2.5e-05,1497,0.0062141,0.72,0.66
0.0230,0.0461,2.9e-05,1769,0.0069176,0.57,0.67
0.0211,0.0422,2.8e-05,1709,0.0067352,0.72,0.67
0.0200,0.0400,2.5e-05,1495,0.0061620,0.74,0.67
0.0205,0.0409,2.8e-05,1657,0.0066180,0.77,0.67
0.0283,0.0565,3.6e-05,2178,0.0085200,0.38,0.62
0.0218,0.0435,2.7e-05,1600,0.0064747,0.62,0.67
0.0206,0.0413,2.7e-05,1599,0.0064747,0.72,0.67
0.0211,0.0422,2.7e-05,1654,0.0066310,0.70,0.66
0.0200,0.0401,2.5e-05,1491,0.0061490,0.74,0.67
0.0293,0.0586,3.7e-05,2229,0.0087154,0.35,0.62
0.0230,0.0461,2.5e-05,1490,0.0061620,0.48,0.67
0.0236,0.0471,2.9e-05,1762,0.0070218,0.53,0.65
0.0216,0.0432,2.6e-05,1593,0.0063444,0.63,0.68
0.0202,0.0403,2.6e-05,1592,0.0063965,0.77,0.67
0.0248,0.0496,3.0e-05,1804,0.0071391,0.47,0.65
0.0278,0.0556,3.7e-05,2221,0.0086503,0.41,0.62
0.0254,0.0507,3.1e-05,1866,0.0073996,0.45,0.65
0.0209,0.0417,2.7e-05,1646,0.0065268,0.72,0.67
0.0205,0.0410,2.6e-05,1590,0.0064356,0.73,0.67
0.0201,0.0402,2.6e-05,1590,0.0064356,0.78,0.67
0.0223,0.0446,3.1e-05,1865,0.0072173,0.67,0.66
0.0232,0.0465,3.1e-05,1865,0.0072694,0.59,0.66
0.0433,0.0866,7.1e-05,4251,0.0156200,0.21,0.53
0.0267,0.0533,3.0e-05,1812,0.0073215,0.38,0.64
0.0204,0.0409,2.7e-05,1643,0.0065398,0.76,0.67
0.0210,0.0419,2.7e-05,1643,0.0065398,0.71,0.67
0.0330,0.0661,4.9e-05,2977,0.0107217,0.33,0.61
0.0193,0.0386,2.2e-05,1323,0.0055888,0.73,0.68
0.0283,0.0566,3.8e-05,2271,0.0086503,0.40,0.63
0.0226,0.0452,2.8e-05,1685,0.0066701,0.58,0.67
0.0313,0.0626,3.9e-05,2331,0.0092235,0.30,0.60
0.0224,0.0449,2.9e-05,1744,0.0068916,0.61,0.66
0.0235,0.0470,2.9e-05,1744,0.0070349,0.53,0.65
0.0229,0.0458,2.9e-05,1743,0.0070218,0.58,0.65
0.0226,0.0453,2.8e-05,1683,0.0067222,0.58,0.66
0.0301,0.0603,4.1e-05,2472,0.0092886,0.36,0.62
0.0195,0.0391,2.4e-05,1470,0.0061099,0.78,0.67
0.0207,0.0415,2.2e-05,1315,0.0055888,0.59,0.68
0.0207,0.0415,2.4e-05,1469,0.0060317,0.65,0.67
0.0195,0.0390,2.4e-05,1469,0.0060969,0.78,0.67
0.0205,0.0410,2.4e-05,1468,0.0060839,0.68,0.67
0.0269,0.0539,3.8e-05,2259,0.0086242,0.46,0.63
0.0247,0.0494,3.1e-05,1886,0.0072433,0.50,0.66
0.0340,0.0680,4.3e-05,2563,0.0101354,0.26,0.58
0.0215,0.0430,2.6e-05,1571,0.0063965,0.63,0.67
0.0209,0.0419,2.7e-05,1625,0.0064617,0.70,0.67
0.0328,0.0656,4.7e-05,2804,0.0104872,0.32,0.60
0.0233,0.0466,2.9e-05,1733,0.0069567,0.54,0.65
0.0217,0.0435,3.0e-05,1789,0.0070088,0.69,0.66
0.0214,0.0428,2.9e-05,1732,0.0067352,0.70,0.67
0.0198,0.0397,2.4e-05,1464,0.0060187,0.74,0.67
0.0313,0.0626,4.3e-05,2607,0.0101485,0.34,0.59
0.0221,0.0441,2.6e-05,1566,0.0064096,0.58,0.66
0.0357,0.0715,5.3e-05,3211,0.0120896,0.28,0.57
0.0238,0.0476,2.9e-05,1773,0.0069046,0.52,0.67
0.0338,0.0676,4.5e-05,2679,0.0103048,0.28,0.59
0.0467,0.0934,7.5e-05,4535,0.0176393,0.18,0.49
0.0283,0.0566,3.3e-05,2002,0.0078947,0.35,0.63
0.0221,0.0442,2.7e-05,1615,0.0064486,0.59,0.67
0.0313,0.0627,4.7e-05,2829,0.0104742,0.36,0.60
0.0243,0.0485,3.2e-05,1935,0.0073475,0.54,0.67
0.0205,0.0410,2.7e-05,1611,0.0065138,0.74,0.66
0.0418,0.0835,5.5e-05,3322,0.0134184,0.18,0.52
0.0304,0.0609,4.4e-05,2657,0.0097576,0.37,0.62
0.0195,0.0391,2.4e-05,1451,0.0060969,0.77,0.66
0.0201,0.0401,2.6e-05,1554,0.0063314,0.77,0.67
0.0209,0.0419,2.4e-05,1450,0.0059666,0.63,0.68
0.0207,0.0414,2.6e-05,1553,0.0063314,0.69,0.67
0.0250,0.0499,2.8e-05,1714,0.0070609,0.44,0.64
0.0278,0.0556,3.6e-05,2141,0.0088587,0.40,0.59
0.0481,0.0962,7.7e-05,4612,0.0165710,0.16,0.53
0.0239,0.0478,2.4e-05,1446,0.0061881,0.42,0.65
0.0227,0.0455,2.6e-05,1549,0.0063184,0.52,0.67
0.0204,0.0408,2.6e-05,1546,0.0062663,0.72,0.67
0.0210,0.0419,2.7e-05,1600,0.0064747,0.69,0.67
0.0204,0.0408,2.4e-05,1442,0.0060187,0.67,0.67
0.0271,0.0542,4.0e-05,2382,0.0088848,0.47,0.63
0.0304,0.0609,4.1e-05,2448,0.0088587,0.34,0.65
0.0254,0.0508,3.6e-05,2148,0.0082725,0.52,0.63
0.0234,0.0468,3.0e-05,1804,0.0070479,0.56,0.66
0.0271,0.0543,3.5e-05,2121,0.0080771,0.42,0.64
0.0240,0.0480,2.6e-05,1536,0.0063184,0.44,0.66
0.0225,0.0450,2.6e-05,1536,0.0063314,0.54,0.66
0.0239,0.0478,3.0e-05,1801,0.0071652,0.52,0.65
0.0199,0.0398,2.4e-05,1432,0.0058884,0.72,0.68
0.0202,0.0403,2.6e-05,1534,0.0062793,0.74,0.67
0.0226,0.0452,3.0e-05,1799,0.0069828,0.62,0.67
0.0236,0.0472,2.8e-05,1692,0.0068525,0.51,0.65
0.0283,0.0566,3.8e-05,2292,0.0085982,0.40,0.64
0.0204,0.0407,2.5e-05,1531,0.0062402,0.72,0.67
0.0211,0.0422,2.7e-05,1633,0.0066050,0.69,0.66
0.0236,0.0473,3.1e-05,1854,0.0073866,0.56,0.64
0.0294,0.0589,4.1e-05,2473,0.0091844,0.39,0.63
0.0370,0.0741,5.2e-05,3137,0.0121287,0.25,0.56
0.0256,0.0512,3.0e-05,1794,0.0073085,0.42,0.64
0.0291,0.0583,3.7e-05,2215,0.0084679,0.36,0.63
0.0365,0.0730,5.5e-05,3287,0.0121026,0.27,0.58
0.0216,0.0432,2.6e-05,1581,0.0064617,0.62,0.66
0.0203,0.0406,2.5e-05,1527,0.0062923,0.72,0.66
0.0206,0.0412,2.5e-05,1527,0.0062402,0.69,0.67
0.0204,0.0407,2.3e-05,1373,0.0057842,0.65,0.67
0.0270,0.0539,3.5e-05,2106,0.0080380,0.43,0.64
0.0214,0.0427,2.6e-05,1578,0.0064617,0.64,0.66
0.0290,0.0579,3.7e-05,2208,0.0085982,0.36,0.62
0.0206,0.0413,2.5e-05,1523,0.0062272,0.69,0.67
0.0268,0.0537,3.4e-05,2061,0.0081553,0.42,0.63
0.0224,0.0449,3.0e-05,1784,0.0070088,0.63,0.66
0.0204,0.0407,2.6e-05,1574,0.0064617,0.74,0.66
0.0245,0.0490,2.6e-05,1573,0.0065008,0.42,0.66
0.0202,0.0404,2.6e-05,1572,0.0063835,0.76,0.67
0.0217,0.0434,2.4e-05,1417,0.0059015,0.55,0.67
0.0209,0.0418,2.4e-05,1416,0.0060057,0.61,0.66
0.0229,0.0457,2.7e-05,1618,0.0065789,0.54,0.66
0.0205,0.0409,2.4e-05,1415,0.0059015,0.65,0.67
0.0203,0.0407,2.5e-05,1515,0.0062141,0.72,0.67
0.0360,0.0719,5.1e-05,3091,0.0115033,0.26,0.58
0.0271,0.0543,3.6e-05,2157,0.0083767,0.43,0.63
0.0323,0.0646,4.6e-05,2744,0.0107217,0.32,0.58
0.0303,0.0606,3.8e-05,2293,0.0089369,0.33,0.61
0.0201,0.0402,2.5e-05,1510,0.0062141,0.74,0.67
0.0219,0.0438,2.3e-05,1409,0.0060318,0.53,0.66
0.0192,0.0384,2.3e-05,1409,0.0059406,0.79,0.67
0.0343,0.0686,4.6e-05,2775,0.0108129,0.27,0.58
0.0206,0.0412,2.3e-05,1357,0.0057452,0.62,0.67
0.0290,0.0579,3.8e-05,2257,0.0086242,0.37,0.63
0.0215,0.0431,2.3e-05,1407,0.0059145,0.56,0.67
0.0211,0.0422,2.3e-05,1406,0.0059927,0.60,0.66
0.0292,0.0585,3.5e-05,2079,0.0082074,0.33,0.63
0.0249,0.0499,3.0e-05,1824,0.0071782,0.47,0.66
0.0290,0.0579,3.1e-05,1880,0.0081162,0.31,0.59
0.0211,0.0421,2.5e-05,1505,0.0061620,0.64,0.67
0.0261,0.0521,3.3e-05,1990,0.0077905,0.45,0.64
0.0275,0.0550,3.6e-05,2143,0.0083376,0.41,0.63
0.0209,0.0417,2.8e-05,1659,0.0066571,0.72,0.66
0.0431,0.0863,6.2e-05,3756,0.0147732,0.19,0.52
0.0191,0.0381,2.2e-05,1351,0.0057712,0.78,0.67
0.0239,0.0479,3.0e-05,1819,0.0073345,0.53,0.64
0.0202,0.0404,2.2e-05,1350,0.0057452,0.65,0.67
0.0211,0.0422,2.6e-05,1553,0.0065007,0.66,0.65
0.0259,0.0517,3.4e-05,2030,0.0079598,0.47,0.63
0.0204,0.0409,2.3e-05,1398,0.0058624,0.65,0.67
0.0272,0.0544,3.5e-05,2097,0.0081813,0.41,0.63
0.0225,0.0450,2.9e-05,1756,0.0069567,0.61,0.66
0.0221,0.0443,2.7e-05,1596,0.0066571,0.58,0.65
0.0217,0.0434,2.3e-05,1395,0.0059145,0.54,0.66
0.0195,0.0389,2.2e-05,1344,0.0056149,0.72,0.68
0.0199,0.0399,2.2e-05,1344,0.0057582,0.67,0.67
0.0196,0.0392,2.2e-05,1344,0.0056409,0.71,0.68
0.0191,0.0382,2.1e-05,1248,0.0054195,0.71,0.67
0.0211,0.0422,2.3e-05,1394,0.0059015,0.59,0.67
0.0200,0.0400,2.5e-05,1493,0.0062011,0.74,0.66
0.0261,0.0522,3.3e-05,1974,0.0078165,0.44,0.63
0.0200,0.0400,2.5e-05,1492,0.0061490,0.74,0.67
0.0200,0.0400,2.3e-05,1392,0.0059015,0.69,0.67
0.0393,0.0786,5.3e-05,3177,0.0113339,0.21,0.60
0.0188,0.0377,1.8e-05,1104,0.0048853,0.65,0.69
0.0256,0.0513,3.0e-05,1805,0.0076472,0.43,0.61
0.0262,0.0523,3.1e-05,1887,0.0074778,0.42,0.64
0.0218,0.0436,2.6e-05,1588,0.0064617,0.61,0.66
0.0299,0.0598,3.7e-05,2250,0.0087545,0.33,0.62
0.0243,0.0487,3.0e-05,1803,0.0072563,0.50,0.64
0.0201,0.0401,2.2e-05,1337,0.0057061,0.66,0.67
0.0295,0.0590,4.0e-05,2402,0.0094710,0.37,0.60
0.0204,0.0407,2.5e-05,1485,0.0061360,0.70,0.67
0.0450,0.0899,5.6e-05,3369,0.0132881,0.15,0.53
0.0198,0.0395,2.3e-05,1385,0.0058494,0.71,0.67
0.0200,0.0399,2.2e-05,1334,0.0056540,0.67,0.68
0.0207,0.0415,2.5e-05,1482,0.0060969,0.66,0.67
0.0194,0.0388,2.3e-05,1382,0.0058233,0.75,0.67
0.0192,0.0383,2.3e-05,1381,0.0058494,0.78,0.67
0.0194,0.0388,2.2e-05,1330,0.0056670,0.72,0.67
0.0197,0.0393,2.2e-05,1330,0.0055367,0.69,0.69
0.0191,0.0382,2.3e-05,1379,0.0058754,0.79,0.66
0.0203,0.0405,2.3e-05,1378,0.0058494,0.66,0.67
0.0226,0.0453,2.7e-05,1630,0.0066440,0.56,0.66
0.0213,0.0425,2.5e-05,1525,0.0063053,0.63,0.66
0.0238,0.0476,3.1e-05,1890,0.0074518,0.56,0.65
0.0190,0.0381,2.3e-05,1373,0.0058754,0.79,0.66
0.0220,0.0441,2.6e-05,1569,0.0062662,0.58,0.68
0.0200,0.0399,2.4e-05,1417,0.0059536,0.71,0.67
0.0192,0.0384,2.0e-05,1228,0.0053674,0.69,0.67
0.0254,0.0507,3.0e-05,1781,0.0071912,0.43,0.64
0.0209,0.0418,2.2e-05,1322,0.0056540,0.58,0.67
0.0194,0.0389,2.2e-05,1322,0.0056279,0.71,0.67
0.0210,0.0419,2.5e-05,1520,0.0062402,0.65,0.67
0.0221,0.0443,2.7e-05,1621,0.0066831,0.59,0.65
0.0187,0.0374,2.0e-05,1226,0.0053543,0.74,0.67
0.0210,0.0420,2.3e-05,1370,0.0058624,0.59,0.66
0.0201,0.0403,2.3e-05,1369,0.0058363,0.67,0.67
0.0191,0.0383,2.2e-05,1319,0.0056800,0.75,0.67
0.0215,0.0429,2.6e-05,1564,0.0063835,0.63,0.66
0.0229,0.0457,2.5e-05,1507,0.0063575,0.50,0.65
0.0192,0.0383,2.0e-05,1176,0.0051589,0.66,0.68
0.0193,0.0385,2.0e-05,1224,0.0052892,0.68,0.68
0.0213,0.0426,2.3e-05,1412,0.0059536,0.58,0.67
0.0211,0.0422,2.3e-05,1367,0.0057061,0.58,0.68
0.0194,0.0388,2.2e-05,1316,0.0056930,0.72,0.66
0.0201,0.0403,2.2e-05,1316,0.0056539,0.64,0.67
0.0229,0.0457,2.6e-05,1560,0.0064226,0.52,0.66
0.0193,0.0385,2.3e-05,1365,0.0058363,0.76,0.66
0.0229,0.0458,2.3e-05,1365,0.0059275,0.45,0.65
0.0215,0.0431,2.7e-05,1614,0.0064877,0.64,0.67
0.0217,0.0434,2.3e-05,1364,0.0058885,0.53,0.66
0.0240,0.0480,2.8e-05,1655,0.0066571,0.48,0.66
0.0203,0.0407,2.3e-05,1361,0.0058624,0.64,0.66
0.0195,0.0390,2.0e-05,1217,0.0052631,0.65,0.68
0.0528,0.1057,8.6e-05,5173,0.0198540,0.14,0.47
0.0300,0.0601,3.4e-05,2032,0.0084158,0.30,0.60
0.0221,0.0442,2.7e-05,1607,0.0066831,0.59,0.65
0.0200,0.0401,2.2e-05,1309,0.0055758,0.65,0.68
0.0242,0.0484,2.9e-05,1763,0.0071391,0.49,0.64
0.0231,0.0463,2.6e-05,1589,0.0065529,0.51,0.65
0.0203,0.0406,2.2e-05,1307,0.0056279,0.62,0.67
0.0188,0.0376,1.9e-05,1166,0.0051068,0.70,0.68
0.0199,0.0397,2.2e-05,1306,0.0055497,0.66,0.68
0.0195,0.0390,2.3e-05,1355,0.0058103,0.73,0.66
0.0233,0.0465,3.0e-05,1802,0.0070479,0.57,0.66
0.0264,0.0529,3.2e-05,1933,0.0076341,0.41,0.64
0.0239,0.0479,3.0e-05,1800,0.0073606,0.52,0.63
0.0203,0.0405,2.4e-05,1449,0.0060708,0.69,0.66
0.0186,0.0372,2.0e-05,1210,0.0053413,0.75,0.67
0.0213,0.0426,2.3e-05,1396,0.0059406,0.57,0.66
0.0198,0.0396,2.2e-05,1352,0.0057973,0.69,0.66
0.0280,0.0560,3.6e-05,2190,0.0084809,0.40,0.63
0.0276,0.0552,2.9e-05,1755,0.0075039,0.33,0.61
0.0330,0.0660,4.4e-05,2627,0.0100833,0.29,0.59
0.0203,0.0406,2.2e-05,1302,0.0055628,0.62,0.68
0.0203,0.0406,2.3e-05,1395,0.0058233,0.66,0.68
0.0198,0.0397,2.2e-05,1351,0.0058233,0.69,0.66
0.0196,0.0392,2.2e-05,1301,0.0055367,0.69,0.68
0.0194,0.0387,2.0e-05,1207,0.0053283,0.66,0.67
0.0240,0.0480,2.6e-05,1541,0.0064747,0.44,0.65
0.0229,0.0458,2.7e-05,1595,0.0064877,0.53,0.66
0.0272,0.0543,2.9e-05,1750,0.0078686,0.35,0.58
0.0190,0.0380,2.2e-05,1299,0.0055628,0.75,0.67
0.0195,0.0390,2.2e-05,1348,0.0058494,0.72,0.66
0.0345,0.0689,4.4e-05,2620,0.0099530,0.25,0.60
0.0282,0.0564,3.2e-05,1909,0.0079208,0.34,0.61
0.0211,0.0422,2.6e-05,1539,0.0063314,0.65,0.66
0.0307,0.0613,3.8e-05,2290,0.0090151,0.32,0.61
0.0190,0.0380,2.2e-05,1345,0.0057842,0.78,0.66
0.0207,0.0414,2.2e-05,1296,0.0056279,0.58,0.67
0.0233,0.0466,2.7e-05,1632,0.0066440,0.51,0.66
0.0207,0.0415,2.2e-05,1344,0.0058103,0.60,0.66
0.0197,0.0394,2.2e-05,1344,0.0057712,0.70,0.66
0.0192,0.0384,2.2e-05,1295,0.0056409,0.73,0.66
0.0192,0.0385,2.2e-05,1295,0.0055888,0.72,0.67
0.0223,0.0447,2.6e-05,1535,0.0063705,0.55,0.66
0.0190,0.0381,2.2e-05,1343,0.0056930,0.77,0.67
0.0239,0.0477,3.0e-05,1787,0.0070479,0.52,0.66
0.0280,0.0561,3.6e-05,2174,0.0085591,0.39,0.62
0.0294,0.0588,3.6e-05,2152,0.0083637,0.34,0.63
0.0225,0.0451,2.6e-05,1587,0.0064226,0.55,0.67
0.0242,0.0484,2.4e-05,1437,0.0062141,0.40,0.65
0.0226,0.0453,2.4e-05,1437,0.0061620,0.49,0.65
0.0191,0.0383,1.9e-05,1153,0.0050677,0.65,0.68
0.0220,0.0440,2.8e-05,1685,0.0067352,0.63,0.66
0.0299,0.0597,3.5e-05,2110,0.0083767,0.31,0.62
0.0197,0.0395,2.4e-05,1436,0.0060057,0.74,0.67
0.0318,0.0637,4.3e-05,2564,0.0097967,0.32,0.60
0.0387,0.0773,5.0e-05,2995,0.0115294,0.21,0.57
0.0192,0.0385,2.1e-05,1289,0.0055237,0.72,0.68
0.0242,0.0484,3.1e-05,1838,0.0073085,0.52,0.65
0.0322,0.0644,4.1e-05,2491,0.0097576,0.30,0.59
0.0203,0.0405,2.1e-05,1288,0.0056279,0.62,0.66
0.0215,0.0429,2.5e-05,1482,0.0062793,0.59,0.65
0.0259,0.0517,3.0e-05,1788,0.0073736,0.41,0.63
0.0207,0.0413,2.5e-05,1527,0.0061881,0.69,0.68
0.0325,0.0651,4.3e-05,2571,0.0105132,0.30,0.56
0.0232,0.0464,2.6e-05,1563,0.0064486,0.50,0.66
0.0260,0.0521,3.0e-05,1777,0.0081422,0.40,0.57
0.0195,0.0390,2.2e-05,1335,0.0057451,0.72,0.66
0.0262,0.0525,3.3e-05,1974,0.0075951,0.43,0.65
0.0304,0.0607,3.9e-05,2342,0.0091193,0.33,0.61
0.0195,0.0389,2.0e-05,1193,0.0052371,0.64,0.68
0.0347,0.0694,4.4e-05,2645,0.0105263,0.25,0.57
0.0219,0.0438,2.4e-05,1427,0.0059406,0.54,0.67
0.0191,0.0382,2.1e-05,1282,0.0055106,0.73,0.67
0.0192,0.0385,2.2e-05,1330,0.0056670,0.74,0.67
0.0186,0.0373,2.0e-05,1190,0.0053152,0.73,0.67
0.0261,0.0522,3.3e-05,1966,0.0076863,0.44,0.64
0.0377,0.0755,5.1e-05,3095,0.0126888,0.23,0.53
0.0194,0.0388,2.1e-05,1281,0.0054976,0.69,0.68
0.0202,0.0405,2.0e-05,1189,0.0053022,0.57,0.67
0.0235,0.0470,2.8e-05,1669,0.0068264,0.51,0.65
0.0196,0.0391,2.1e-05,1279,0.0055237,0.68,0.67
0.0250,0.0500,3.0e-05,1824,0.0071782,0.46,0.66
0.0287,0.0574,3.5e-05,2128,0.0083376,0.36,0.63
0.0240,0.0480,2.8e-05,1667,0.0069176,0.48,0.64
0.0220,0.0439,2.4e-05,1460,0.0061751,0.55,0.66
0.0270,0.0541,2.9e-05,1764,0.0073085,0.35,0.63
0.0198,0.0395,2.1e-05,1276,0.0054325,0.65,0.68
0.0329,0.0659,3.9e-05,2358,0.0095752,0.26,0.58
0.0198,0.0397,2.2e-05,1323,0.0057452,0.67,0.66
0.0196,0.0392,2.1e-05,1274,0.0054976,0.67,0.67
0.0289,0.0577,3.5e-05,2080,0.0083507,0.34,0.61
0.0198,0.0396,2.1e-05,1273,0.0054846,0.65,0.67
